Name,Real label,Train label,Val,Test
0,cifar10_0.jpeg,6,-1,False,False
1,cifar10_1.jpeg,9,-1,False,False
2,cifar10_2.jpeg,9,-1,False,False
3,cifar10_3.jpeg,4,-1,False,False
4,cifar10_4.jpeg,1,-1,False,False
5,cifar10_5.jpeg,1,-1,False,False
6,cifar10_6.jpeg,2,-1,False,False
7,cifar10_7.jpeg,7,-1,False,False
8,cifar10_8.jpeg,8,-1,False,False
9,cifar10_9.jpeg,3,-1,False,False
10,cifar10_10.jpeg,4,-1,False,False
11,cifar10_11.jpeg,7,-1,False,False
12,cifar10_12.jpeg,7,-1,False,False
13,cifar10_13.jpeg,2,-1,False,False
14,cifar10_14.jpeg,9,-1,False,False
15,cifar10_15.jpeg,9,-1,False,False
16,cifar10_16.jpeg,9,-1,False,False
17,cifar10_17.jpeg,3,-1,False,False
18,cifar10_18.jpeg,2,-1,False,False
19,cifar10_19.jpeg,6,-1,False,False
20,cifar10_20.jpeg,4,-1,False,False
21,cifar10_21.jpeg,3,-1,False,False
22,cifar10_22.jpeg,6,-1,False,False
23,cifar10_23.jpeg,6,-1,False,False
24,cifar10_24.jpeg,2,-1,False,False
25,cifar10_25.jpeg,6,-1,False,False
26,cifar10_26.jpeg,3,-1,False,False
27,cifar10_27.jpeg,5,-1,False,False
28,cifar10_28.jpeg,4,-1,False,False
29,cifar10_29.jpeg,0,-1,False,False
30,cifar10_30.jpeg,0,-1,False,False
31,cifar10_31.jpeg,9,-1,False,False
32,cifar10_32.jpeg,1,-1,False,False
33,cifar10_33.jpeg,3,-1,False,False
34,cifar10_34.jpeg,4,-1,False,False
35,cifar10_35.jpeg,0,-1,False,False
36,cifar10_36.jpeg,3,-1,False,False
37,cifar10_37.jpeg,7,-1,False,False
38,cifar10_38.jpeg,3,-1,False,False
39,cifar10_39.jpeg,3,-1,False,False
40,cifar10_40.jpeg,5,5,False,False
41,cifar10_41.jpeg,2,-1,False,False
42,cifar10_42.jpeg,2,-1,False,False
43,cifar10_43.jpeg,7,-1,False,False
44,cifar10_44.jpeg,1,-1,False,False
45,cifar10_45.jpeg,1,-1,False,False
46,cifar10_46.jpeg,1,-1,False,False
47,cifar10_47.jpeg,2,-1,False,False
48,cifar10_48.jpeg,2,-1,False,False
49,cifar10_49.jpeg,0,-1,False,False
50,cifar10_50.jpeg,9,-1,False,False
51,cifar10_51.jpeg,5,-1,False,False
52,cifar10_52.jpeg,7,7,False,False
53,cifar10_53.jpeg,9,-1,False,False
54,cifar10_54.jpeg,2,-1,False,False
55,cifar10_55.jpeg,2,-1,False,False
56,cifar10_56.jpeg,5,-1,False,False
57,cifar10_57.jpeg,2,-1,False,False
58,cifar10_58.jpeg,4,-1,False,False
59,cifar10_59.jpeg,3,3,False,False
60,cifar10_60.jpeg,1,-1,False,False
61,cifar10_61.jpeg,1,-1,False,False
62,cifar10_62.jpeg,8,-1,False,False
63,cifar10_63.jpeg,2,-1,False,False
64,cifar10_64.jpeg,1,-1,False,False
65,cifar10_65.jpeg,1,-1,False,False
66,cifar10_66.jpeg,4,-1,False,False
67,cifar10_67.jpeg,9,-1,False,False
68,cifar10_68.jpeg,7,-1,False,False
69,cifar10_69.jpeg,8,-1,False,False
70,cifar10_70.jpeg,5,-1,False,False
71,cifar10_71.jpeg,9,-1,False,False
72,cifar10_72.jpeg,6,-1,False,False
73,cifar10_73.jpeg,7,-1,False,False
74,cifar10_74.jpeg,3,-1,False,False
75,cifar10_75.jpeg,1,-1,False,False
76,cifar10_76.jpeg,9,-1,False,False
77,cifar10_77.jpeg,0,-1,False,False
78,cifar10_78.jpeg,3,-1,False,False
79,cifar10_79.jpeg,1,-1,False,False
80,cifar10_80.jpeg,3,-1,False,False
81,cifar10_81.jpeg,5,-1,False,False
82,cifar10_82.jpeg,4,-1,False,False
83,cifar10_83.jpeg,5,-1,False,False
84,cifar10_84.jpeg,7,7,False,False
85,cifar10_85.jpeg,7,-1,False,False
86,cifar10_86.jpeg,4,-1,False,False
87,cifar10_87.jpeg,7,-1,False,False
88,cifar10_88.jpeg,9,-1,False,False
89,cifar10_89.jpeg,4,-1,False,False
90,cifar10_90.jpeg,2,-1,False,False
91,cifar10_91.jpeg,3,-1,False,False
92,cifar10_92.jpeg,8,-1,False,False
93,cifar10_93.jpeg,0,-1,False,False
94,cifar10_94.jpeg,1,-1,False,False
95,cifar10_95.jpeg,6,-1,False,False
96,cifar10_96.jpeg,1,-1,False,False
97,cifar10_97.jpeg,1,-1,False,False
98,cifar10_98.jpeg,4,-1,False,False
99,cifar10_99.jpeg,1,-1,False,False
100,cifar10_100.jpeg,8,-1,False,False
101,cifar10_101.jpeg,3,-1,False,False
102,cifar10_102.jpeg,9,-1,False,False
103,cifar10_103.jpeg,6,-1,False,False
104,cifar10_104.jpeg,6,-1,False,False
105,cifar10_105.jpeg,1,-1,False,False
106,cifar10_106.jpeg,8,-1,False,False
107,cifar10_107.jpeg,5,-1,False,False
108,cifar10_108.jpeg,2,-1,False,False
109,cifar10_109.jpeg,9,-1,False,False
110,cifar10_110.jpeg,9,-1,False,False
111,cifar10_111.jpeg,8,-1,False,False
112,cifar10_112.jpeg,1,-1,False,False
113,cifar10_113.jpeg,7,-1,False,False
114,cifar10_114.jpeg,7,-1,False,False
115,cifar10_115.jpeg,0,-1,False,False
116,cifar10_116.jpeg,0,-1,False,False
117,cifar10_117.jpeg,6,-1,False,False
118,cifar10_118.jpeg,9,-1,False,False
119,cifar10_119.jpeg,1,-1,False,False
120,cifar10_120.jpeg,2,-1,True,False
121,cifar10_121.jpeg,2,-1,False,False
122,cifar10_122.jpeg,9,-1,False,False
123,cifar10_123.jpeg,2,-1,False,False
124,cifar10_124.jpeg,6,-1,False,False
125,cifar10_125.jpeg,6,-1,False,False
126,cifar10_126.jpeg,1,-1,False,False
127,cifar10_127.jpeg,9,-1,False,False
128,cifar10_128.jpeg,5,-1,False,False
129,cifar10_129.jpeg,0,-1,False,False
130,cifar10_130.jpeg,4,-1,False,False
131,cifar10_131.jpeg,7,-1,False,False
132,cifar10_132.jpeg,6,-1,False,False
133,cifar10_133.jpeg,7,-1,False,False
134,cifar10_134.jpeg,1,-1,False,False
135,cifar10_135.jpeg,8,-1,False,False
136,cifar10_136.jpeg,1,-1,False,False
137,cifar10_137.jpeg,1,-1,False,False
138,cifar10_138.jpeg,2,-1,False,False
139,cifar10_139.jpeg,8,-1,False,False
140,cifar10_140.jpeg,1,-1,False,False
141,cifar10_141.jpeg,3,-1,False,False
142,cifar10_142.jpeg,3,-1,False,False
143,cifar10_143.jpeg,6,-1,False,False
144,cifar10_144.jpeg,2,-1,False,False
145,cifar10_145.jpeg,4,-1,False,False
146,cifar10_146.jpeg,9,-1,False,False
147,cifar10_147.jpeg,9,-1,False,False
148,cifar10_148.jpeg,5,-1,False,False
149,cifar10_149.jpeg,4,-1,False,False
150,cifar10_150.jpeg,3,-1,False,False
151,cifar10_151.jpeg,6,-1,False,False
152,cifar10_152.jpeg,7,-1,False,False
153,cifar10_153.jpeg,4,-1,False,False
154,cifar10_154.jpeg,6,-1,False,False
155,cifar10_155.jpeg,8,-1,False,False
156,cifar10_156.jpeg,5,-1,False,False
157,cifar10_157.jpeg,5,-1,False,False
158,cifar10_158.jpeg,4,-1,False,False
159,cifar10_159.jpeg,3,-1,False,False
160,cifar10_160.jpeg,1,-1,False,False
161,cifar10_161.jpeg,8,-1,False,False
162,cifar10_162.jpeg,4,-1,False,False
163,cifar10_163.jpeg,7,-1,False,False
164,cifar10_164.jpeg,6,-1,False,False
165,cifar10_165.jpeg,0,-1,False,False
166,cifar10_166.jpeg,9,-1,False,False
167,cifar10_167.jpeg,5,-1,False,False
168,cifar10_168.jpeg,1,-1,False,False
169,cifar10_169.jpeg,3,-1,True,False
170,cifar10_170.jpeg,8,-1,False,False
171,cifar10_171.jpeg,2,-1,False,False
172,cifar10_172.jpeg,7,-1,False,False
173,cifar10_173.jpeg,5,-1,False,False
174,cifar10_174.jpeg,3,-1,False,False
175,cifar10_175.jpeg,4,-1,False,False
176,cifar10_176.jpeg,1,-1,False,False
177,cifar10_177.jpeg,5,-1,False,False
178,cifar10_178.jpeg,7,-1,False,False
179,cifar10_179.jpeg,0,-1,False,False
180,cifar10_180.jpeg,4,-1,False,False
181,cifar10_181.jpeg,7,-1,False,False
182,cifar10_182.jpeg,5,-1,False,False
183,cifar10_183.jpeg,5,-1,False,False
184,cifar10_184.jpeg,1,-1,False,False
185,cifar10_185.jpeg,0,-1,False,False
186,cifar10_186.jpeg,9,-1,False,False
187,cifar10_187.jpeg,6,-1,False,False
188,cifar10_188.jpeg,9,-1,False,False
189,cifar10_189.jpeg,0,-1,False,False
190,cifar10_190.jpeg,8,-1,False,False
191,cifar10_191.jpeg,7,-1,False,False
192,cifar10_192.jpeg,8,-1,False,False
193,cifar10_193.jpeg,8,-1,False,False
194,cifar10_194.jpeg,2,-1,False,False
195,cifar10_195.jpeg,5,-1,False,False
196,cifar10_196.jpeg,2,-1,False,False
197,cifar10_197.jpeg,3,-1,False,False
198,cifar10_198.jpeg,5,-1,False,False
199,cifar10_199.jpeg,0,-1,False,False
200,cifar10_200.jpeg,6,-1,False,False
201,cifar10_201.jpeg,1,-1,False,False
202,cifar10_202.jpeg,9,-1,False,False
203,cifar10_203.jpeg,3,-1,False,False
204,cifar10_204.jpeg,6,-1,False,False
205,cifar10_205.jpeg,9,-1,False,False
206,cifar10_206.jpeg,1,1,False,False
207,cifar10_207.jpeg,3,-1,False,False
208,cifar10_208.jpeg,9,-1,False,False
209,cifar10_209.jpeg,6,-1,False,False
210,cifar10_210.jpeg,6,-1,False,False
211,cifar10_211.jpeg,7,-1,False,False
212,cifar10_212.jpeg,1,-1,False,False
213,cifar10_213.jpeg,0,-1,False,False
214,cifar10_214.jpeg,9,-1,False,False
215,cifar10_215.jpeg,5,5,False,False
216,cifar10_216.jpeg,8,-1,False,False
217,cifar10_217.jpeg,5,-1,False,False
218,cifar10_218.jpeg,2,-1,False,False
219,cifar10_219.jpeg,9,-1,False,False
220,cifar10_220.jpeg,0,-1,False,False
221,cifar10_221.jpeg,8,-1,False,False
222,cifar10_222.jpeg,8,-1,False,False
223,cifar10_223.jpeg,0,-1,False,False
224,cifar10_224.jpeg,6,-1,False,False
225,cifar10_225.jpeg,9,-1,False,False
226,cifar10_226.jpeg,1,-1,False,False
227,cifar10_227.jpeg,1,-1,False,False
228,cifar10_228.jpeg,6,-1,False,False
229,cifar10_229.jpeg,3,3,False,False
230,cifar10_230.jpeg,7,-1,False,False
231,cifar10_231.jpeg,6,-1,False,False
232,cifar10_232.jpeg,6,-1,False,False
233,cifar10_233.jpeg,0,-1,False,False
234,cifar10_234.jpeg,6,-1,False,False
235,cifar10_235.jpeg,6,-1,False,False
236,cifar10_236.jpeg,1,-1,False,False
237,cifar10_237.jpeg,7,-1,False,False
238,cifar10_238.jpeg,1,-1,False,False
239,cifar10_239.jpeg,5,-1,False,False
240,cifar10_240.jpeg,8,-1,False,False
241,cifar10_241.jpeg,3,-1,False,False
242,cifar10_242.jpeg,6,-1,False,False
243,cifar10_243.jpeg,6,-1,False,False
244,cifar10_244.jpeg,8,-1,False,False
245,cifar10_245.jpeg,6,-1,False,False
246,cifar10_246.jpeg,8,-1,True,False
247,cifar10_247.jpeg,4,-1,False,False
248,cifar10_248.jpeg,6,-1,False,False
249,cifar10_249.jpeg,6,-1,False,False
250,cifar10_250.jpeg,1,-1,False,False
251,cifar10_251.jpeg,3,-1,False,False
252,cifar10_252.jpeg,8,-1,False,False
253,cifar10_253.jpeg,3,-1,False,False
254,cifar10_254.jpeg,4,-1,False,False
255,cifar10_255.jpeg,1,-1,False,False
256,cifar10_256.jpeg,7,-1,False,False
257,cifar10_257.jpeg,1,-1,False,False
258,cifar10_258.jpeg,3,-1,False,False
259,cifar10_259.jpeg,8,-1,False,False
260,cifar10_260.jpeg,5,-1,False,False
261,cifar10_261.jpeg,1,-1,False,False
262,cifar10_262.jpeg,1,-1,False,False
263,cifar10_263.jpeg,4,-1,False,False
264,cifar10_264.jpeg,0,-1,False,False
265,cifar10_265.jpeg,9,-1,False,False
266,cifar10_266.jpeg,3,-1,False,False
267,cifar10_267.jpeg,7,-1,False,False
268,cifar10_268.jpeg,4,-1,False,False
269,cifar10_269.jpeg,9,-1,False,False
270,cifar10_270.jpeg,9,-1,False,False
271,cifar10_271.jpeg,2,-1,False,False
272,cifar10_272.jpeg,4,-1,False,False
273,cifar10_273.jpeg,9,-1,False,False
274,cifar10_274.jpeg,9,-1,False,False
275,cifar10_275.jpeg,1,-1,False,False
276,cifar10_276.jpeg,0,-1,False,False
277,cifar10_277.jpeg,5,-1,False,False
278,cifar10_278.jpeg,9,-1,False,False
279,cifar10_279.jpeg,0,-1,False,False
280,cifar10_280.jpeg,8,-1,False,False
281,cifar10_281.jpeg,2,-1,False,False
282,cifar10_282.jpeg,1,-1,False,False
283,cifar10_283.jpeg,2,-1,False,False
284,cifar10_284.jpeg,0,-1,False,False
285,cifar10_285.jpeg,5,-1,False,False
286,cifar10_286.jpeg,6,-1,False,False
287,cifar10_287.jpeg,3,-1,False,False
288,cifar10_288.jpeg,2,-1,False,False
289,cifar10_289.jpeg,7,-1,False,False
290,cifar10_290.jpeg,8,-1,False,False
291,cifar10_291.jpeg,8,-1,False,False
292,cifar10_292.jpeg,6,-1,False,False
293,cifar10_293.jpeg,0,-1,False,False
294,cifar10_294.jpeg,7,-1,False,False
295,cifar10_295.jpeg,9,-1,False,False
296,cifar10_296.jpeg,4,-1,False,False
297,cifar10_297.jpeg,5,-1,False,False
298,cifar10_298.jpeg,6,-1,False,False
299,cifar10_299.jpeg,4,-1,False,False
300,cifar10_300.jpeg,2,-1,False,False
301,cifar10_301.jpeg,1,-1,False,False
302,cifar10_302.jpeg,1,-1,False,False
303,cifar10_303.jpeg,2,-1,False,False
304,cifar10_304.jpeg,1,-1,False,False
305,cifar10_305.jpeg,5,-1,False,False
306,cifar10_306.jpeg,9,-1,False,False
307,cifar10_307.jpeg,9,-1,False,False
308,cifar10_308.jpeg,0,-1,False,False
309,cifar10_309.jpeg,8,-1,False,False
310,cifar10_310.jpeg,4,-1,False,False
311,cifar10_311.jpeg,1,-1,False,False
312,cifar10_312.jpeg,1,-1,False,False
313,cifar10_313.jpeg,6,-1,False,False
314,cifar10_314.jpeg,3,-1,False,False
315,cifar10_315.jpeg,3,-1,False,False
316,cifar10_316.jpeg,9,-1,False,False
317,cifar10_317.jpeg,0,-1,False,False
318,cifar10_318.jpeg,7,-1,False,False
319,cifar10_319.jpeg,9,-1,False,False
320,cifar10_320.jpeg,7,-1,False,False
321,cifar10_321.jpeg,7,-1,False,False
322,cifar10_322.jpeg,9,-1,False,False
323,cifar10_323.jpeg,1,-1,False,False
324,cifar10_324.jpeg,5,-1,False,False
325,cifar10_325.jpeg,1,-1,False,False
326,cifar10_326.jpeg,6,-1,False,False
327,cifar10_327.jpeg,6,-1,False,False
328,cifar10_328.jpeg,8,-1,False,False
329,cifar10_329.jpeg,7,-1,False,False
330,cifar10_330.jpeg,1,-1,False,False
331,cifar10_331.jpeg,3,-1,False,False
332,cifar10_332.jpeg,0,-1,False,False
333,cifar10_333.jpeg,3,-1,False,False
334,cifar10_334.jpeg,3,-1,False,False
335,cifar10_335.jpeg,2,-1,False,False
336,cifar10_336.jpeg,4,-1,False,False
337,cifar10_337.jpeg,5,-1,False,False
338,cifar10_338.jpeg,7,-1,False,False
339,cifar10_339.jpeg,5,-1,False,False
340,cifar10_340.jpeg,9,-1,False,False
341,cifar10_341.jpeg,0,-1,False,False
342,cifar10_342.jpeg,3,-1,False,False
343,cifar10_343.jpeg,4,-1,False,False
344,cifar10_344.jpeg,0,-1,False,False
345,cifar10_345.jpeg,4,-1,False,False
346,cifar10_346.jpeg,4,-1,False,False
347,cifar10_347.jpeg,6,-1,False,False
348,cifar10_348.jpeg,0,-1,False,False
349,cifar10_349.jpeg,0,-1,False,False
350,cifar10_350.jpeg,6,-1,False,False
351,cifar10_351.jpeg,6,-1,False,False
352,cifar10_352.jpeg,0,-1,False,False
353,cifar10_353.jpeg,8,-1,True,False
354,cifar10_354.jpeg,1,-1,False,False
355,cifar10_355.jpeg,6,-1,False,False
356,cifar10_356.jpeg,2,-1,False,False
357,cifar10_357.jpeg,9,-1,False,False
358,cifar10_358.jpeg,2,-1,False,False
359,cifar10_359.jpeg,5,-1,False,False
360,cifar10_360.jpeg,9,-1,False,False
361,cifar10_361.jpeg,6,-1,False,False
362,cifar10_362.jpeg,7,-1,False,False
363,cifar10_363.jpeg,4,-1,False,False
364,cifar10_364.jpeg,1,-1,False,False
365,cifar10_365.jpeg,8,-1,False,False
366,cifar10_366.jpeg,7,-1,False,False
367,cifar10_367.jpeg,3,-1,False,False
368,cifar10_368.jpeg,6,-1,False,False
369,cifar10_369.jpeg,9,-1,False,False
370,cifar10_370.jpeg,3,-1,False,False
371,cifar10_371.jpeg,0,-1,False,False
372,cifar10_372.jpeg,4,-1,False,False
373,cifar10_373.jpeg,0,0,False,False
374,cifar10_374.jpeg,5,-1,False,False
375,cifar10_375.jpeg,1,-1,False,False
376,cifar10_376.jpeg,0,-1,False,False
377,cifar10_377.jpeg,3,-1,False,False
378,cifar10_378.jpeg,4,-1,False,False
379,cifar10_379.jpeg,8,-1,False,False
380,cifar10_380.jpeg,5,-1,False,False
381,cifar10_381.jpeg,4,-1,False,False
382,cifar10_382.jpeg,7,-1,False,False
383,cifar10_383.jpeg,2,-1,False,False
384,cifar10_384.jpeg,3,-1,False,False
385,cifar10_385.jpeg,9,-1,False,False
386,cifar10_386.jpeg,7,-1,False,False
387,cifar10_387.jpeg,6,-1,False,False
