Name,Real label,Train label,Val,Test
0,mnist_784_5109.jpeg,5,-1,False,False
1,mnist_784_30859.jpeg,3,-1,False,False
2,mnist_784_12937.jpeg,5,-1,False,False
3,mnist_784_57269.jpeg,5,-1,False,False
4,mnist_784_18710.jpeg,8,-1,True,False
5,mnist_784_18495.jpeg,5,-1,False,False
6,mnist_784_17793.jpeg,9,-1,False,False
7,mnist_784_23471.jpeg,6,-1,False,False
8,mnist_784_39978.jpeg,5,-1,False,False
9,mnist_784_47734.jpeg,1,-1,False,False
10,mnist_784_34888.jpeg,5,-1,False,False
11,mnist_784_28361.jpeg,1,-1,False,False
12,mnist_784_62401.jpeg,4,-1,False,False
13,mnist_784_617.jpeg,7,-1,False,False
14,mnist_784_33450.jpeg,6,-1,False,False
15,mnist_784_2470.jpeg,6,-1,False,False
16,mnist_784_38494.jpeg,0,-1,False,False
17,mnist_784_50574.jpeg,5,-1,False,False
18,mnist_784_42539.jpeg,2,-1,False,False
19,mnist_784_58865.jpeg,1,-1,False,False
20,mnist_784_52572.jpeg,4,-1,False,False
21,mnist_784_55693.jpeg,7,-1,False,False
22,mnist_784_53043.jpeg,8,-1,False,False
23,mnist_784_33099.jpeg,3,-1,False,False
24,mnist_784_51146.jpeg,4,-1,False,False
25,mnist_784_49346.jpeg,6,-1,False,False
26,mnist_784_14054.jpeg,5,-1,False,False
27,mnist_784_25746.jpeg,3,-1,False,False
28,mnist_784_52594.jpeg,7,-1,True,False
29,mnist_784_56544.jpeg,8,-1,False,False
30,mnist_784_27830.jpeg,7,-1,False,False
31,mnist_784_5335.jpeg,8,-1,False,False
32,mnist_784_11320.jpeg,0,-1,False,False
33,mnist_784_56242.jpeg,9,-1,False,False
34,mnist_784_50105.jpeg,2,-1,False,False
35,mnist_784_65425.jpeg,7,-1,False,False
36,mnist_784_31594.jpeg,7,-1,False,False
37,mnist_784_27827.jpeg,7,-1,False,False
38,mnist_784_21041.jpeg,6,-1,False,False
39,mnist_784_12860.jpeg,2,-1,False,False
40,mnist_784_49668.jpeg,5,-1,False,False
41,mnist_784_39401.jpeg,7,-1,False,False
42,mnist_784_59245.jpeg,2,-1,False,False
43,mnist_784_34349.jpeg,4,-1,False,False
44,mnist_784_33816.jpeg,4,-1,False,False
45,mnist_784_54386.jpeg,9,-1,False,False
46,mnist_784_45069.jpeg,4,-1,False,False
47,mnist_784_8576.jpeg,7,-1,False,False
48,mnist_784_13842.jpeg,7,-1,False,False
49,mnist_784_52579.jpeg,7,-1,True,False
50,mnist_784_59610.jpeg,6,-1,False,False
51,mnist_784_5830.jpeg,0,-1,True,False
52,mnist_784_38219.jpeg,6,-1,False,False
53,mnist_784_29624.jpeg,2,-1,False,False
54,mnist_784_21680.jpeg,1,-1,False,False
55,mnist_784_63301.jpeg,2,-1,False,False
56,mnist_784_35609.jpeg,5,-1,False,False
57,mnist_784_69721.jpeg,7,-1,False,False
58,mnist_784_48711.jpeg,8,-1,False,False
59,mnist_784_13775.jpeg,4,4,False,False
60,mnist_784_54340.jpeg,1,-1,False,False
61,mnist_784_44034.jpeg,3,-1,False,False
62,mnist_784_47014.jpeg,6,-1,False,False
63,mnist_784_38683.jpeg,1,-1,False,False
64,mnist_784_25691.jpeg,2,-1,False,False
65,mnist_784_50715.jpeg,8,-1,False,False
66,mnist_784_18716.jpeg,6,-1,False,False
67,mnist_784_12147.jpeg,6,-1,False,False
68,mnist_784_29552.jpeg,9,-1,False,False
69,mnist_784_4563.jpeg,0,-1,False,False
70,mnist_784_6685.jpeg,2,-1,False,False
71,mnist_784_28875.jpeg,0,-1,False,False
72,mnist_784_46017.jpeg,0,-1,False,False
73,mnist_784_20557.jpeg,7,-1,False,False
74,mnist_784_69743.jpeg,7,-1,False,False
75,mnist_784_69414.jpeg,0,-1,True,False
76,mnist_784_8438.jpeg,4,-1,False,False
77,mnist_784_4174.jpeg,4,-1,False,False
78,mnist_784_3023.jpeg,2,-1,False,False
79,mnist_784_19370.jpeg,7,-1,False,False
80,mnist_784_30835.jpeg,4,-1,False,False
81,mnist_784_33824.jpeg,4,-1,False,False
82,mnist_784_31498.jpeg,1,-1,False,False
83,mnist_784_33024.jpeg,1,-1,False,False
84,mnist_784_20278.jpeg,3,-1,False,False
85,mnist_784_21417.jpeg,4,-1,False,False
86,mnist_784_22384.jpeg,6,-1,False,False
87,mnist_784_65138.jpeg,8,-1,False,False
88,mnist_784_18188.jpeg,1,-1,False,False
89,mnist_784_61140.jpeg,4,-1,False,False
90,mnist_784_18528.jpeg,3,-1,False,False
91,mnist_784_66748.jpeg,1,-1,False,False
92,mnist_784_40154.jpeg,5,-1,False,False
93,mnist_784_30617.jpeg,6,-1,False,False
94,mnist_784_15425.jpeg,7,-1,False,False
95,mnist_784_59441.jpeg,7,-1,False,False
96,mnist_784_63804.jpeg,0,-1,False,False
97,mnist_784_54188.jpeg,6,-1,False,False
98,mnist_784_60173.jpeg,3,-1,False,False
99,mnist_784_3714.jpeg,1,-1,False,False
100,mnist_784_37565.jpeg,1,-1,False,False
101,mnist_784_56364.jpeg,4,-1,False,False
102,mnist_784_56924.jpeg,7,-1,False,False
103,mnist_784_34511.jpeg,0,-1,False,False
104,mnist_784_7795.jpeg,7,-1,False,False
